image_name,off_formation,off_play,off_play_type,play_res
fdeecc67bde438018d98fbb8a4eda9dd0a8dbdf176684e15224d2a92c0827af9.png,ROCKET,,Pass,Complete
d79b72e685fa295137e30ff3ac3e139491752f0ba61fb85264fd6cab730f96d5.png,BUNCH SQUEEZE,,Pass,Incomplete
cc2f3b1bfa1ffd590bd9681143b52b504aa9933e835f5027d287caf3e23ea44f.png,MIAMI SPLIT,,Run,Rush
b892638591a2336f5ddf98ecaca9b9d74a2cce02e08279163494cf892684a9d0.png,B FLEX,MONTANA MAINE,Pass,Scramble
7db1074968d6743c1b920929ceebe3e1831795f56f805a0d46d0ca637c38da54.png,KINGS SPLIT,,Run,Rush
ba31eb78941090349104cd905dea6baa0e060453697cb4165971336aa8a1fd98.png,KINGS SPLIT,,Pass,Complete
8349caf3ce97d66b66ee4b0427da23f003de0b789183652cfbfa8f4f0a4db899.png,MIAMI SPLIT,,Pass,Complete
50b869cf0c79cffcac3da37dbd84dedb2db762a74a30d66bb68ecd7fd162cc4e.png,CHIEF,,Run,Penalty
64bc92b31bcf4526690da93d35b94e785c30b32d07286556945113ca5b4f2119.png,ROCKET,,Pass,Complete
8f2c36376273f9c7f0771bfba04a8bb2039f15e6724a8a3ed6db93163c951d1e.png,ROCKET,,,Timeout
6878d5522ef490af677aaa913e434c7d3831f7c79e2627105ea31f2732172971.png,BUNCH SQUEEZE,,Pass,Incomplete
408e6d65bc93e55812064182bde0226fe17529424982b8797655addda568cd77.png,MIAMI SPLIT,,Run,Rush
62ca9be8bb42ef32a240578acfca765355c14d0744e8c113ca99f273b531db5d.png,MIAMI SPLIT,,Pass,Complete
523ac4d63781b8ac3aa61f051e54837c26642fc85185b9e8e414545e449ce362.png,KINGS SPLIT,,Pass,Complete
322204e85699951fac3237f9c5b7d1da8602ef20e67852f4a828cc545ad39b79.png,MIAMI SPLIT,,Run,Rush
936712a330aed1b6986230577d895ab96892ed024fc60bfb7318d4c131462e9f.png,MIAMI SPLIT,,Pass,Penalty
690c089f2343fd270c60beba5932a39a3537796a486e6a1fe0d6a2d09dd60a5a.png,KINGS SPLIT,,Pass,Complete
196b74090ce6be47c9eecd61fc6e789d9e5db81b33dce10ad9391ae58c631ef2.png,ROCKET,,Pass,Complete
643c4e0a99034a21fd66c4fa3bc566a80ccddf14195f5d25e307a7397edc09e6.png,B FLEX,SPRINTOUT,Pass,Complete
dc79d062d5f4980713cc71ff16299d00f0b7b3e8c1351d9974998c6938f3beb3.png,CHIEF,,,Penalty
b3f6064d4dc30655fe2dfb74b6d0bdc03dae85c63f3d3215edb823b306560dab.png,KINGS SPLIT,HAWAII,Run,Rush
7aafac1335fd19b1e3d2cbd7cdc84471b26037bad11491ce904e2c6a39687891.png,SUPER,,Pass,Complete
d4f12e34128beb38593316cbcc7953f3711277ce8a7d47521d2e848141c9f805.png,KINGS SPLIT,,Pass,Scramble
da6d1991126b0a11420011d4792e6d55ec8b9bebcb2b674b0c456954653f464e.png,MIAMI SPLIT,,Pass,"Complete, TD"
36918ba5df24cd47a2ac6919749a4ee408ca8d2af30e4040c84a0fec931fba9f.png,PLANE FLEX,,Run,Rush
085a268c96ba5054383966b6ddcfe7e72c95ea5e95d211ce16f342410decac21.png,B FLEX,,Run,Rush
eaa88c6d2cf034e08c03f36113c5bcc7e649035c81434a0483cba20c4fcd3fbb.png,CHIEF,,Run,Rush
f6c52420db09a8d8e0f28e5770fd17a19198db70f2d23088abc5220379dc6cb4.png,SPLIT FLEX SQUEEZE,CAL FULLERTON,Pass,Complete
21d8475e9ab595f499e1a9bc93a4780fc898b65d6ea6b05870f1216cc3b5c7ae.png,MIAMI SPLIT,,Run,Rush
0a74365c328d0e587ee62ed49b4ebfacf244868919f08cfb80ae338856d6b857.png,MIAMI SPLIT,,Run,Rush
515daf5b2bf0e06a4e5c781751e073605894e58e4f9338358cb41535da224056.png,CHARGER,,Pass,Incomplete
f740729d69c845888f2d2794fdb0d65bda3e7b0d66674bce6a14d1fc73be6ac5.png,CHIEF,,Run,Rush
6abdb2b7be071b4e28e2df0ef7c552ce85f8cb3573a99a90e1932c21ce127809.png,SUPER,,Run,Rush
aac9125effb8fa18b11a65d4d9f76bf91c5735ec486836340daf8b29f0afa46c.png,VICTORY,,Run,Rush
baee102983e4b8f209f1aa9b49fd2cf18d8e9e5e133da61072b7eb9df6964dd6.png,VICTORY,,Run,Rush
389ca10796309590b3b4c394a8d1669d122f1b6a38205a6a162ea563637bc8eb.png,LIGHTNING GUN WEAK,3 STEP,Pass,Incomplete
f563701f266d81d52c5364c38c1d729c7826aa815bb08601e2971422ec39bfe4.png,LIGHTNING STACK GUN STRONG,WRAP,Run,Rush
081a379935b5f559dae167198d63166707133113f8f1a1a00703f72d8b0a08c0.png,KINGS SPLIT LEFT GUN WEAK,DBP,Pass,Interception
e3869779e25027fd30751c7c267bbe12af4f921cb732864f51ed72ae1fb6124f.png,LIGHTNING STACK GUN WEAK,QB WRAP,Run,Rush
364f7dd416054bd58d58deda8f39b67ac8191a410812fbc788e2d4d4c2f85532.png,KINGS SPLIT LEFT GUN STRONG,DBP,Pass,Complete
abac8166ede14a4e757f58ca2b58c2072127cd9a76e574f0f8e7bcb893d7cc06.png,LIGHTNING SQUEEZE GUN STRONG,NAKED BOOTLEG,Pass,Incomplete
aa955ac742247afa7a5d1dcc1bbf57a8b828775af3e2b7967e36e64b0f75a45b.png,LIGHTNING STACK GUN WEAK,DRAW,Run,Rush
0ec1b2abe2199982ebd574144685a616dce67f2218ccefc3a2f16a28b7f0abdb.png,TWINS SPLIT LEFT GUN,LEAD OZ,Run,Rush
07a9fed7c09fb89c7e614b3e194c20ef8d4c2723b7d3a1855dc4cc23ae26c379.png,B KINGS SPLIT LEFT GUN WEAK,3 STEP,Pass,Complete
fe6b04e42a20cb9cdd21ef16102d11e4eee45eaa3ceacc78229b02183a1a38ae.png,KINGS SPLIT RIGHT GUN WEAK,QB LEAD ZONE,Run,Rush
6e97e9588d15a086642d87715688e84b27003729e24517451d9119de839629ff.png,PRO WING LEFT SQUEEZE FB STRONG ZAM,NAKED BOOTLEG,Pass,Incomplete
dc4581b61d0b1414c276656d086a63a93149befe8acaebfd71f1ad101370c3b4.png,LIGHTNING SQUEEZE GUN STRONG,DBP,Pass,Penalty
0e664bea457204df2bba75acef790d9249dfa4753b60c4adcd11b7186d1ae75c.png,ACES LEFT SQUEEZE,iz cut read,Run,Rush
e13d2fcef688282f2c828e4df853876c7d74c7b7997e853b361eefd7dae3e320.png,B KINGS SPLIT RIGHT SQUEEZE,TOSS,Run,Rush
21df052a19ac279277209d44826396b9571210ab71e21e29f2a45183161be755.png,LIGHTNING SQUEEZE GUN STRONG,NAKED BOOTLEG,Pass,Penalty
42e3df12e7373d7d2fecf7b206e4ee71f9d548b74a09a1154e75ad5b3fb98d89.png,B KINGS SPLIT SQUEEZE RIGHT,POWER,Run,"Rush, TD"
ab9087acba893b669326d6d1124b156585f7ca5dba4a541988b1e6ab3ff2ca40.png,B KINGS SPLIT LEFT GUN STRONG,NAKED BOOTLEG,Pass,Incomplete
00850ccc4b65bf35de9a8a6061125fd8841444b105faffc7b5742f6f0b1fcb72.png,B KINGS SPLIT LEFT GUN STRONG,PA DBP,Pass,Scramble
670784f552660d464580e844785e94fa8b1c547552aa9c1eec97433a2cf8b7a3.png,KINGS SPLIT RIGHT GUN STRONG,WRAP,Run,Rush
f24d84b1b00c7140a3bcb2e6bd7a00971f0ed527dc5ac8fa9587319901d78a17.png,KINGS SPLIT RIGHT GUN WEAK,DBP,Pass,Incomplete
8b33ef5823c15e01431ecd382eb65603c52d496e8c92a84aeee0864e29d2401d.png,EMPTY,QB DRAW,Run,Rush
8bc11ac2adffad228bf8cd8830569a4b17a5699f4f2662fc8a129e87a67b807d.png,EMPTY,QB DRAW,Run,Rush
5478ae757b4466de82d84cd1532b5f1cd2b3f96c8971c678b40bca971e686227.png,EMPTY,DBP,Pass,Complete
d1290737168346029fd8a15a51f1be0fa25d297e0b8637d3653f184fe4fec7f7.png,LIGHTNING GUN WEAK,3 STEP,Pass,Complete
c17db082309504466e81f3927cba8a612cd58ff44a20d67e2843120fa5c61440.png,B KINGS SPLIT RIGHT GUN WEAK,LEAD ZONE,Run,Rush
7172c2684bcb2f1300f150970b9242446ad0a0e223729b2126ea2dcf523619fd.png,RAM,NAKED BOOTLEG,Pass,Complete
2fafa001f2e747dba86e7e9060c8e1f1b625ae8506f772f6dff232cb8eba71f4.png,LIGHTNING TITE LEFT GUN STRONG,LEAD ZONE,Run,Rush
8c0e926cd51241a7a1c6b7402bf9ee7fb83917d820a80ebaf4dfed50ff9e2ed6.png,B KINGS SPLIT STACK GUN STRONG,NAKED BOOTLEG,Pass,Complete
8d42ae0c91015c145aadceaa09f7bdf1947f4afe44f61937d02ed22362c0e191.png,31 UNBALANCED ZAM,POWER,Run,Rush
f93b8ec11a11ba3d28b726cb0b3daaf3e91ed2b5d96d0d3f9aabd75ba89d8df5.png,B KINGS SPLIT SQUEEZE LEFT,iz cut read,Run,"Rush, TD"
e498440a94e688ef9542746cb26c362ff3ef7b672c66795e7bd5061c87737e3c.png,LIGHTNING STACK GUN STRONG,DRAW,Run,Rush
4681e8c57c4daf56619f2e5b6b95651239b5a839ef50dd7b1f960efb5fa70702.png,TWINS SPLIT LEFT GUN,LEAD ZONE READ,Run,Rush
4982e4e3583cf4c3147dfd1fad1df7688ce882253888bc66e33894134b149e0f.png,LIGHTNING STACK GUN WEAK,DBP,Pass,Incomplete
09dc8ac18b87257a3b1c1d3161be7473168ebb11138c1ef1ae65dc98432df7b7.png,KINGS SPLIT RIGHT GUN STRONG,OZ READ,Run,Rush
af723446b2eb982314d2185d2ebf1cfaa4bba0de974e2de4852758ac83446ff1.png,EMPTY,DBP,Pass,Incomplete
704485c47c023b9ef511426d15d11157932620b4dc3627339951a04b445f5e1c.png,TWINS SPLIT LEFT GUN STRONG FB STRONG,DBP,Pass,Complete
359a6a7768ef6525dae809489d104d6b5d7dcc263bfee25985876c3f68ea26bb.png,TWINS SPLIT LEFT GUN WEAK FB WEAK,DBP,Pass,Incomplete
b210d143230cedfa95e0e4eb9ab76b3cd423df43351deff8f231fbe5418da1c6.png,LIGHTNING TITE RIGHT GUN STRONG,DRAW,Run,Rush
ae89df0bb326788c19141435bcd3e32e67a6b73c092dac0c6f19bb02294c73b3.png,LIGHTNING GUN WEAK,QB DRAW,Run,Rush
f19fecb19ef0141eea000dcd07d690388160dbd190c8655e1e7dbd2b7e150d38.png,LIGHTNING GUN STRONG R ZIP,LEAD DRAW,Run,Rush
b9d09b6775110b820aa59afcec3c6eac239e6198dd77c45d5b6208405167843f.png,B KINGS LEFT SQUEEZE,iz cut read,Run,Fumble
658339266773a0e5cb5d9c623fc95e040968b07969a9fa9c6df118be713bea37.png,LIGHTNING GUN WEAK,WRAP,Run,Fumble
17a17622a8ee9852c432d2a4333aaacf3062b68ab02bbb3296248ead1f0e56b5.png,LIGHTNING GUN WEAK,RPO,Pass,Complete
f209b1f1c1459c49ec0d5373b419998a3f1598e4afba0034b3a8ac8f931d6fd7.png,KINGS SPLIT LEFT GUN STRONG,DBP,Pass,Incomplete
d08fabc4a4650dc1e7021fc6498986fd9a470d7fab2e721509ae81cf5bde9643.png,EMPTY,DRAW,Run,Rush
1cae4cefc652639395c868bca6424332d21dd742bec7da0b416dab86a79a1673.png,EMPTY,DRAW,Run,Rush
ec0fd393c959222ae28595f7164668de4ed8e31be855d61d3cc9f0a485b268f8.png,EMPTY,RPO,Pass,Complete
54a2fe11f52de33c6319e057a0b225ed0e84690bfb762adb210323e300166578.png,EMPTY ZAM,DBP,Pass,Complete
d4bb59d4a06eaea78551979a223faa32f6a08e5381d52f6a465188787179f749.png,EMPTY,RPO,Pass,Sack
bf0a2513ca2e58c9796f17eb2e85e5f33b4e00fb6dec605ac2f2c5e86d321846.png,EMPTY,DBP,Pass,Complete
c8ec3d57779f5988abd8a001e3a01cb33a6aa72a2b99e5cf96aa8d3061c8b251.png,EMPTY,DBP,Pass,Incomplete
2da294c339d26b6c9cd695d1fcb43b0e8d564b5353df72cdafa55999fc24ac4a.png,EMPTY,DOUBLE SCREEN,Pass,Complete
a81861fcbcaad910ee3a0af9e7de217640cc7627bdf5002e1649fd5a86861101.png,EMPTY,QB DRAW,Run,"Rush, TD"
8150ed0f894e9df9b2635190d6a244e628b12c2d7e189c8cd956428e402bc48a.png,LIGHTNING GUN STRONG,RPO,Pass,Complete
de23c3c5414ea677c3f3d5c58e39eed2dc24025fe9d008dedea1bb7fb46a7e9f.png,LIGHTNING STACK GUN STRONG,QB DRAW,Run,Rush
fcdad831fb64689552a7bbd6efb72231f1ee54a1a0f01eca59bd0e1b65d307e6.png,LIGHTNING GUN WEAK,DBP,Pass,"Complete, TD"
0b8037509d00316398ab00cdef2837ac4299d8c89f9972ca12b7ed9e4cc3c07a.png,KINGS SPLIT LEFT GUN WEAK,QB OZ,Run,Rush
0449dd1febaee04483d092b07a912381176ec47abb6e8d376b894de9dd6c500b.png,EMPTY,DBP,Pass,Complete
4a6d72d2f9f4a0e081613d4781b1bfc642cc5ba798e68af10ad3cc23e0a731b3.png,EMPTY,DBP,Pass,Complete
16e3d8b0d5bfae9be707332c16113d342546951936d40dafff3f99ab351640f9.png,LIGHTNING GUN WEAK,DBP,Pass,Incomplete
3fcb43d43263b300c257a0919de9c1f7b189879723cf3f4471bf8a0b6d8cee4f.png,LIGHTNING GUN WEAK,DRAW,Run,Rush
505eabfd75f619b91d5e1f6338d725e1f5cd9a67a17d27db466191d7fc905c3e.png,TWINS SPLIT GUN,LEAD OZ,Run,Rush
5f94130676976afe9b829e558e2cf805829607164a2a102649da4080d5148a59.png,B KINGS SPLIT RIGHT GUN WEAK,LEAD ZONE,Run,Rush
d911b1cacce58bedf9efc8bfc9923172baa89007c0e69f0c1fc15ea14bc4f4fd.png,LIGHTNING GUN STRONG R ZOOM,3 STEP,Pass,Complete
a5b82598fa0a27a80a9979a874acce716a9939aba17663b7f5d3bf45a4a3a5d3.png,EMPTY ZAM,PA DBP,Pass,Complete
f2dcb6e40889c4a81496b4512c35436c99eb7c4e29eb3db6f9dd47111652b45f.png,KINGS SPLIT RIGHT GUN WEAK,QB OZ,Run,Rush
70d3cabc5c911ce8694da49634385d3d9d4ce0de42d87748dffd6ffac0d1be4c.png,KINGS SPLIT RIGHT GUN WEAK,QB OZ,Run,Rush
e301cb760e62e2cb20e9bfe4691c70a7588a5556062b0e0f8715ae92770ffb00.png,LIGHTNING GUN STRONG,,,Timeout
6f2d63364796dfb29c77d547caeb3171f76fa0296aadac70d59002476699d93b.png,31 UNBALANCED RIGHT ZAM,ZAM SWEEP,Run,Rush
00d5ffeab532ebbbeeb218c643284ab08bf40a7dc7dc568be810ce6c3e3c7d81.png,31 UNBALANCED RIGHT ZAM,POWER,Run,Rush
ef2fda7aff259e92cca87b5f97883d8b7711c70b5b59d98b2cd4970b7eeb6217.png,ACES SQUEEZE LEFT,POWER,Run,"Rush, TD"
4e3ff40ca8474c4629cdbdba81eb0c16f32c1990418d784c568bed0a92ca9e2d.png,B KINGS SPLIT RIGHT GUN WEAK,LEAD ZONE,Run,Rush
ffa009601239b8cc84378b49d0caa10c799f2920009858cae6b1c641c7b9977c.png,B KINGS SPLIT RIGHT GUN WEAK,LEAD ZONE,Run,Rush
a0064e9b1e35b59cb004ce3edf8740a1db45c66a66cbc6cfe2ca3dc06c3977f6.png,B KINGS SPLIT RIGHT GUN WEAK,LEAD ZONE,Run,Rush
f877444de25ddf931394c9eaeff095a6fcedc45a9b78ec227d42174aad93dcd4.png,LIGHTNING GUN WEAK,3 STEP,Pass,Complete
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,41 UNBALANCED GUN STRONG,QB DRAW,Run,Rush
f877444de25ddf931394c9eaeff095a6fcedc45a9b78ec227d42174aad93dcd4.png,LIGHTNING GUN WEAK,DBP,Pass,Complete
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,TWINS SPLIT RIGHT GUN WEAK FB STRONG,iz cut read,Run,Rush
8393c03b9313a91a25b81218fa018b3012dd06fc65cadf8ffe95f5a270a9af2b.png,TWINS SPLIT RIGHT GUN WEAK FB STRONG,PA DBP,Pass,Incomplete
8393c03b9313a91a25b81218fa018b3012dd06fc65cadf8ffe95f5a270a9af2b.png,TWINS SPLIT RIGHT GUN WEAK FB STRONG,DBP,Pass,Incomplete
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,TWINS RIGHT SQUEEZE GUN STRONG FB STRONG,TOSS,Run,Rush
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,TWINS RIGHT GUN STRONG FB STRONG,iz cut read,Run,Rush
f877444de25ddf931394c9eaeff095a6fcedc45a9b78ec227d42174aad93dcd4.png,QUEENS RIGHT SQUEEZE GUN WEAK ZAM,NAKED BOOTLEG,Pass,Complete
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,32 UNBALANCED GUN WEAK,LEAD OZ,Run,Rush
a83b2a1af9a350b354003097471d73297ef2dc6bb2e5342ab2183ff4197b3a85.png,TWINS RIGHT SQUEEZE FB WEAK ZAM,LEAD OZ,Run,"Rush, TD"
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,TWINS SPLIT RIGHT GUN WEAK FB STRONG,LEAD ZONE,Run,Rush
f877444de25ddf931394c9eaeff095a6fcedc45a9b78ec227d42174aad93dcd4.png,TWINS SPLIT RIGHT GUN WEAK FB STRONG,RPO,Pass,Complete
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,TWINS SPLIT LEFT GUN WEAK FB STRONG,LEAD ZONE,Run,Rush
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,TWINS RIGHT GUN WEAK FB STRONG ZAM,iz cut read,Run,Rush
f877444de25ddf931394c9eaeff095a6fcedc45a9b78ec227d42174aad93dcd4.png,TWINS SPLIT RIGHT GUN STRONG FB WEAK,RPO,Pass,Complete
8393c03b9313a91a25b81218fa018b3012dd06fc65cadf8ffe95f5a270a9af2b.png,QUEENS LEFT SQUEEZE GUN STRONG Z ORBIT,NAKED BOOTLEG,Pass,Incomplete
8393c03b9313a91a25b81218fa018b3012dd06fc65cadf8ffe95f5a270a9af2b.png,TWINS SPLIT LEFT GUN WEAK FB STRONG,DBP,Pass,Incomplete
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,TWINS SPLIT GUN WEAK FB WEAK,NAKED BOOTLEG,Pass,Scramble
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,TWINS SPLIT LEFT GUN WEAK FB STRONG,LEAD ZONE,Run,Rush
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,32 UNBALANCED GUN STRONG,CTR GB,Run,Rush
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,TWINS SPLIT LEFT GUN WEAK FB STRONG,POWER,Run,Rush
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,KINGS SPLIT LEFT GUN STRONG,DRAW,Pass,Sack
8393c03b9313a91a25b81218fa018b3012dd06fc65cadf8ffe95f5a270a9af2b.png,TWINS SPLIT LEFT GUN WEAK FB STRONG,PA DBP,Pass,Incomplete
8393c03b9313a91a25b81218fa018b3012dd06fc65cadf8ffe95f5a270a9af2b.png,TWINS SPLIT LEFT GUN STRONG FB STRONG,BUBBLE SCREEN,Pass,Incomplete
f877444de25ddf931394c9eaeff095a6fcedc45a9b78ec227d42174aad93dcd4.png,LIGHTNING GUN WEAK,DBP,Pass,Complete
ed840120792457afb8a069d747d9c3f7cbca04752e9ecdf72f4e4d3d32b2067c.png,TWINS SPLIT LEFT GUN WEAK FB STRONG,PA DBP,Pass,Penalty
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,KINGS SPLIT RIGHT GUN WEAK,DRAW,Run,Rush
8393c03b9313a91a25b81218fa018b3012dd06fc65cadf8ffe95f5a270a9af2b.png,KINGS SPLIT LEFT GUN STRONG,3 STEP,Pass,Incomplete
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,KINGS SPLIT LEFT GUN STRONG,OZ READ,Run,Rush
a66efb5baf6f29380193637e0a678d34270ad2854eedde1cb9f96c4caafa6b2f.png,,,,Penalty
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,KINGS SPLIT LEFT GUN STRONG,WRAP,Run,Rush
f877444de25ddf931394c9eaeff095a6fcedc45a9b78ec227d42174aad93dcd4.png,B KINGS SPLIT LEFT GUN WEAK,PA DBP,Pass,Complete
f877444de25ddf931394c9eaeff095a6fcedc45a9b78ec227d42174aad93dcd4.png,KINGS SPLIT SQUEEZE LEFT GUN WEAK ZAM,NAKED BOOTLEG,Pass,Complete
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,TWINS LEFT GUN STRONG FB WEAK,LEAD OZ,Run,Rush
c43a32018fad46ef86c8cc4d9c1fee4ab078d5251950f2d4f136fb4b3ad47870.png,TWINS LEFT GUN STRONG FB WEAK,POWER SWITCH,Run,"Rush, TD"
8393c03b9313a91a25b81218fa018b3012dd06fc65cadf8ffe95f5a270a9af2b.png,KINGS SPLIT RIGHT GUN STRONG,DASH,Pass,Incomplete
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,KINGS SPLIT RIGHT GUN STRONG,OZ READ,Run,Rush
f877444de25ddf931394c9eaeff095a6fcedc45a9b78ec227d42174aad93dcd4.png,B KINGS SPLIT RIGHT GUN WEAK,3 STEP,Pass,Complete
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,KINGS SPLIT RIGHT GUN STRONG,OZ READ,Run,Rush
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,KINGS SPLIT RIGHT GUN WEAK,DBP,Run,Rush
f877444de25ddf931394c9eaeff095a6fcedc45a9b78ec227d42174aad93dcd4.png,KINGS SPLIT RIGHT GUN WEAK,X HASH SCREEN,Pass,Complete
8393c03b9313a91a25b81218fa018b3012dd06fc65cadf8ffe95f5a270a9af2b.png,TWINS SPLIT LEFT GUN WEAK FB STRONG,PA DBP,Pass,Incomplete
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,TWINS SPLIT LEFT GUN STRONG FB STRONG,iz cut read,Run,Rush
f877444de25ddf931394c9eaeff095a6fcedc45a9b78ec227d42174aad93dcd4.png,B KINGS SPLIT LEFT GUN STRONG,DBP,Pass,Complete
8393c03b9313a91a25b81218fa018b3012dd06fc65cadf8ffe95f5a270a9af2b.png,LIGHTNING GUN WEAK,DBP,Pass,Incomplete
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,KINGS SPLIT SQUEEZE RIGHT GUN STRONG,TOSS,Run,Rush
8393c03b9313a91a25b81218fa018b3012dd06fc65cadf8ffe95f5a270a9af2b.png,B KINGS SPLIT LEFT GUN STRONG,NAKED BOOTLEG,Pass,Incomplete
93849d021463af7138208d560803771fc9d997e9f71bd58ec4ff7ae1a1eb2635.png,B KINGS SPLIT LEFT GUN WEAK,PA DBP,Pass,"Complete, TD"
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,B KINGS SPLIT SQUEEZE LEFT GUN STRONG,LEAD OZ,Run,Rush
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,B KINGS SPLIT SQUEEZE LEFT GUN STRONG,LEAD OZ,Run,Rush
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,B KINGS SPLIT SQUEEZE LEFT GUN STRONG,OZ READ,Run,Rush
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,B KINGS SPLIT SQUEEZE LEFT GUN STRONG ZAM,NAKED BOOTLEG,Pass,Scramble
8393c03b9313a91a25b81218fa018b3012dd06fc65cadf8ffe95f5a270a9af2b.png,TWINS SPLIT RIGHT GUN WEAK FB STRONG,DBP,Pass,Incomplete
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,B KINGS SPLIT LEFT GUN WEAK,DRAW,Run,Rush
8393c03b9313a91a25b81218fa018b3012dd06fc65cadf8ffe95f5a270a9af2b.png,LIGHTNING GUN WEAK,DBP,Pass,Incomplete
f877444de25ddf931394c9eaeff095a6fcedc45a9b78ec227d42174aad93dcd4.png,LIGHTNING GUN STRONG,DBP,Pass,Complete
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,B KINGS SPLIT SQUEEZE RIGHT GUN WEAK,OZ READ,Run,Rush
5e917614abe7fe582fd90efaff029619e2a234535a6670cfcbdde6dcebd7eb44.png,LIGHTNING GUN WEAK,DBP,Pass,"Sack, Fumble"
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,31 UNBALANCED GUN STRONG ZAM,ZAM SWEEP,Run,Rush
ed840120792457afb8a069d747d9c3f7cbca04752e9ecdf72f4e4d3d32b2067c.png,32 UNBALANCED RIGHT GUN STRONG,iz cut read,Run,Penalty
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,32 UNBALANCED RIGHT GUN WEAK,OZ READ,Run,Rush
8393c03b9313a91a25b81218fa018b3012dd06fc65cadf8ffe95f5a270a9af2b.png,KINGS SPLIT LEFT GUN STRONG,SPRINTOUT,Pass,Incomplete
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,TWINS LEFT SQUEEZE GUN STRONG FB WEAK,LEAD ZONE,Run,Rush
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,KINGS SPLIT LEFT GUN STRONG,QB DRAW,Pass,Sack
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,,,,Timeout
12f07fba964ccae54348e2eb4f5a86662007db433506bb237287e0f19760c911.png,,,Run,Rush
97ae96c32a91d3d3ceec4f8dcf63252104dde9242dc1165fc342f09e5e1db24f.png,LIGHTNING TITE LEFT GUN STRONG,DBP,Pass,Incomplete
3413ad2a216bb5c0dde609a74b0cffa432302a47c4106adeef117843986cfc75.png,LIGHTNING TITE RIGHT PISTOL ZAM,LEAD OZ,Run,Rush
de6e8f9ce5bc3ac7d389cbe1c135837e4d260ed0ed44cb87acdd5ced98f41498.png,LIGHTNING GUN WEAK,DBP,Pass,Incomplete
4ae7d19da275ba8e3e21d14b6715c4d551679d760d62dce39b660f38d8b8076e.png,PRO LEFT STRONG ZIP,PA DBP,Pass,Incomplete
06334ca78a7c7b2d025fce28f1734c1609972b3bd3bc2fc7982cd968ad90a3a4.png,KINGS SPLIT LEFT GUN WEAK,SHOVEL PASS,Pass,Complete
a116f5504d5c5a521b6032093c347fe7a4367e50f060997ed7dfac2f82b93356.png,31 UNBALANCED ZAM,POWER SWITCH,Run,Rush
25ce9940c75c2bcb6c282ac64f4937ddf98af1fe6be96aac4ee1ad4f0e900a9f.png,LIGHTNING TITE LEFT GUN WEAK,DOUBLE SCREEN,Pass,Complete
9a848e755826f4d2dfd0fc5503a33a0ab712ec9847f390653afe5e03dadf5671.png,TWINS SPLIT LEFT PISTOL FB STRONG,LEAD ZONE,Run,Rush
bb7e4177d8f7eae5165ddfcb64970c25b3c7c53d73630dfe1b5d805170543205.png,LIGHTNING GUN STRONG,DBP,Pass,Sack
dbf6c89301f7646b0ef590883a92dc7ecae5798eee8d18fdaa4a433d2ba39ece.png,B KINGS SPLIT LEFT GUN STRONG,NAKED BOOTLEG,Pass,Sack
